FID,doe_school_code,deewr_id,school_name,level_of_schooling,school_speciality_type,year_ranges,preschool_indicator,school_gender,teaching_staff,non_teaching_staff,total_enrolments,phone,school_email,fax,lga,electorate,federal_electorate,address,suburb,postcode,latitude,longitude,the_geom
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6556,1823,14951,Eglinton Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,25,7,475,6337 1205,eglinton-p.School@det.nsw.edu.au,6337 1394,Bathurst Regional (A),Bathurst,Calare,Alexander St,Eglinton ,2795,-33.3775,149.5393,POINT (-33.37752151489258 149.53933715820312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6555,1824,9541,Elands Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,17,6550 4557,elands-p.School@det.nsw.edu.au,6550 4412,Greater Taree (C),Myall Lakes,Lyne,Wingham-Ellenborough Rd,Elands ,2429,-31.6194,152.2923,POINT (-31.619382858276367 152.29229736328125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6554,1826,9285,Ellalong Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,6,3,116,4998 1360,ellalong-p.school@det.nsw.edu.au,4998 1813,Cessnock (C),Cessnock,Hunter,Helena Street,Ellalong,2325,-32.9147,151.312,POINT (-32.91474914550781 151.31198120117188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6553,1830,9336,Ellerston Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,3,22,6546 5157,ellerston-p.school@det.nsw.edu.au,6546 5106,Upper Hunter Shire (A),Upper Hunter,New England,School Road,Ellerston,2337,-31.8177,151.3044,POINT (-31.817729949951172 151.3043670654297)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6552,1835,9796,Eltham Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,2,70,6629 1321,eltham-p.School@det.nsw.edu.au,6629 1027,Lismore (C),Lismore,Page,Boatharbour Rd,Eltham ,2480,-28.7637,153.4085,POINT (-28.763662338256836 153.40853881835938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6551,1838,9424,Emmaville Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,8,4,82.2,6734 7235,emmaville-c.school@det.nsw.edu.au,6734 7492,Glen Innes Severn (A),Northern Tablelands,New England,Park Rd,Emmaville ,2371,-29.4462,151.6017,POINT (-29.446151733398438 151.60166931152344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6550,1839,8699,Empire Bay Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,23,6,454,4369 1796,empirebay-p.School@det.nsw.edu.au,4363 1052,Gosford (C),Terrigal,Robertson,Empire Bay Drive,Empire Bay ,2256,-33.5043,151.3629,POINT (-33.50431442260742 151.36288452148438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-654f,1840,9766,Empire Vale Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,41,6683 4298,empirevale-p.School@det.nsw.edu.au,6683 4407,Ballina (A),Ballina,Page,River Drive,Empire Vale ,2478,-28.9151,153.5061,POINT (-28.91511344909668 153.5060577392578)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-654e,1841,10695,Emu Plains Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,5,440,4735 1233,emuplains-p.School@det.nsw.edu.au,4735 6376,Penrith (C),Penrith,Lindsay,Emerald St,Emu Plains ,2750,-33.7556,150.6577,POINT (-33.755615234375 150.65774536132812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-654d,1844,7780,Enfield Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,6,284,9747 3514,enfield-p.school@det.nsw.edu.au,9744 5189,Burwood (A),Strathfield,Watson,Beaumaris St,Enfield ,2136,-33.8886,151.0945,POINT (-33.88859939575195 151.0945281982422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-654c,1845,4420,Engadine Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,10,312,9520 8559,engadine-p.School@det.nsw.edu.au,9548 1186,Sutherland Shire (A),Heathcote,Hughes,Waratah Rd,Engadine ,2233,-34.0634,151.0124,POINT (-34.063350677490234 151.01243591308594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-654b,1849,8729,The Entrance Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,30,7,546,4332 2154,thentrance-p.school@det.nsw.edu.au,4334 3202,Wyong (A),The Entrance,Dobell,Oakland Ave,The Entrance ,2261,-33.3467,151.493,POINT (-33.34674072265625 151.49301147460938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-654a,1850,4925,Epping Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,24,5,404,9876 1452,epping-p.school@det.nsw.edu.au,9876 6873,Hornsby (A),Epping,Bennelong,2-16 Norfolk Road,Epping,2121,-33.7707,151.0879,POINT (-33.77072525024414 151.08787536621094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6549,1851,7769,Epping West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,42,7,957,9876 8255,eppingwest-p.School@det.nsw.edu.au,9868 1209,Hornsby (A),Epping,Bennelong,96 Carlingford Rd,Epping ,2121,-33.7728,151.0681,POINT (-33.772789001464844 151.06805419921875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6548,1856,8674,Erina Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,4,338,4367 7608,erinahts-p.school@det.nsw.edu.au,4365 3104,Gosford (C),Terrigal,Robertson,Serpentine Rd,Erina Heights ,2260,-33.428,151.4136,POINT (-33.42802810668945 151.41358947753906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6547,1857,8676,Woodport Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,4,406,4367 7324,woodport-p.School@det.nsw.edu.au,4365 3108,Gosford (C),Terrigal,Robertson,The Entrance Rd,Erina ,2250,-33.4393,151.3785,POINT (-33.43934631347656 151.3784942626953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6546,1860,7741,Ermington Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,22,4,459,9874 4109,ermington-p.School@det.nsw.edu.au,9804 7552,Ryde (C),Ryde,Bennelong,Winbourne St,West Ryde ,2114,-33.8047,151.0716,POINT (-33.80474853515625 151.0715789794922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6545,1864,8703,Ettalong Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,31,8,543,4341 3550,ettalong-p.School@det.nsw.edu.au,4343 1517,Gosford (C),Gosford,Robertson,Karingi St,Ettalong Beach ,2257,-33.5135,151.3327,POINT (-33.5135383605957 151.33270263671875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6544,1867,11108,Euabalong West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,19,6896 6649,euabalongw-p.School@det.nsw.edu.au,6896 6691,Cobar (A),Barwon,Parkes,Euabba St,Euabalong West ,2877,-33.0558,146.3971,POINT (-33.05582809448242 146.39712524414062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6543,1869,11089,Euchareena Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,4,6364 1062,euchareena-p.School@det.nsw.edu.au,6364 1094,Wellington (A),Dubbo,Calare,Walter St,Euchareena ,2866,-32.9372,149.0915,POINT (-32.93720245361328 149.09153747558594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6542,1870,11021,Eugowra Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,1,39,6859 2233,eugowra-p.School@det.nsw.edu.au,6859 2581,Cabonne (A),Orange,Calare,Hill St,Eugowra ,2806,-33.4231,148.3693,POINT (-33.42308044433594 148.36929321289062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6541,1873,11048,Eumungerie Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,19,6888 1020,eumungerie-p.School@det.nsw.edu.au,6888 1094,Dubbo (C),Dubbo,Parkes,Wheaton St,Eumungerie ,2831,-31.9512,148.6211,POINT (-31.951152801513672 148.62107849121094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6540,1874,9632,Eungai Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,3,62,6569 9248,eungai-p.School@det.nsw.edu.au,6569 9428,Nambucca (A),Oxley,Cowper,Main St,Eungai Creek ,2441,-30.8321,152.8743,POINT (-30.83207130432129 152.87428283691406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-653f,1879,9798,Eureka Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,33,6688 4272,eureka-p.School@det.nsw.edu.au,6688 4039,Byron (A),Ballina,Richmond,Lismore-Brunswick River Rd,Eureka ,2480,-28.6877,153.4392,POINT (-28.68765640258789 153.43922424316406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-653e,1883,10516,Eurongilly Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,3,22,6924 5227,eurongilly-p.School@det.nsw.edu.au,6924 5224,Junee (A),Cootamundra,Riverina,1323 Eurongilly Road,Eurongilly,2663,-34.9102,147.781,POINT (-34.91017150878906 147.7809600830078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-653d,1885,10677,Euston Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,92,03 5026 3766,euston-p.School@det.nsw.edu.au,03 5026 3040,Balranald (A),Murray,Farrer,Sturt Hwy,Euston ,2737,-34.5756,142.7442,POINT (-34.57558822631836 142.74424743652344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-653c,1886,15987,Evans River Community School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,39,15,504.6,6682 6666,evansriver-c.school@det.nsw.edu.au,6682 6777,Richmond Valley (A),Clarence,Page,Cypress Street,Evans Head,2473,-29.1135,153.4247,POINT (-29.11349105834961 153.4246826171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-653b,1890,7866,Excelsior Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,5,468,9634 3774,excelsior-p.School@det.nsw.edu.au,9899 1799,The Hills Shire (A),Baulkham Hills,Mitchell,Rondelay Drive,Castle Hill ,2154,-33.7404,150.9904,POINT (-33.74044418334961 150.9904022216797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-653a,1891,10253,Exeter Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,1,98,4883 4280,exeter-p.School@det.nsw.edu.au,4883 4085,Wingecarribee (A),Goulburn,Hume,School Rd,Exeter ,2579,-34.6161,150.3218,POINT (-34.616119384765625 150.3218231201172)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6539,1894,9488,Fairfax Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,10,6794 4502,fairfax-p.School@det.nsw.edu.au,6794 4547,Narrabri (A),Barwon,Parkes,Maules Creek,Maules Creek,2382,-30.4934,150.1313,POINT (-30.493350982666016 150.1312713623047)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6538,1895,8157,Fairfield Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,39,5,615,9724 1065,fairfield-p.School@det.nsw.edu.au,9727 9160,Fairfield (C),Fairfield,McMahon,68-82 Smart St,Fairfield ,2165,-33.8668,150.9554,POINT (-33.86684799194336 150.95541381835938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6537,1896,8158,Fairfield West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,41,8,712,9604 5568,fairfieldw-p.School@det.nsw.edu.au,9725 5379,Fairfield (C),Fairfield,McMahon,Palmerston Rd,Fairfield West ,2165,-33.868,150.9248,POINT (-33.868038177490234 150.9247589111328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6536,1898,10003,Fairy Meadow Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,25,12,369,4284 2009,fairymeado-p.School@det.nsw.edu.au,4285 1753,Wollongong (C),Keira,Cunningham,Princes Hwy,Fairy Meadow ,2519,-34.3905,150.8923,POINT (-34.39046859741211 150.89230346679688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6535,1901,10071,Falls Creek Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,3,52,4447 8243,fallscreek-p.School@det.nsw.edu.au,4447 8023,Shoalhaven (C),Kiama,Gilmore,26 Vidler St,Falls Creek ,2540,-34.9654,150.5934,POINT (-34.96543884277344 150.59339904785156)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6534,1904,8969,Fassifern Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,49,4959 2708,fassifern-p.School@det.nsw.edu.au,4950 4923,Lake Macquarie (C),Lake Macquarie,Hunter,9 Miller Road,Fassifern,2283,-32.9834,151.5828,POINT (-32.9833984375 151.582763671875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6533,1915,9927,Fingal Head Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,42,07 5524 2315,fingalhead-p.School@det.nsw.edu.au,07 5524 9359,Tweed (A),Tweed,Richmond,100 Letitia Rd,Fingal Head ,2487,-28.1968,153.5651,POINT (-28.196813583374023 153.56512451171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6532,1920,7599,Five Dock Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,23,10,409,9713 7044,fivedock-p.School@det.nsw.edu.au,9712 1256,Canada Bay (A),Drummoyne,Reid,Henry St,Five Dock ,2046,-33.8669,151.1273,POINT (-33.866859436035156 151.1273193359375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6531,1921,11116,Lord Howe Island Central School,Central/Community School,Comprehensive,Kinder to Year 12,N,Coed,3,1,34,6563 2096,lordhowe-c.School@det.nsw.edu.au,6563 2238,Unincorporated NSW,Port Macquarie,Sydney,Lagoon Rd,Lord Howe Island ,2898,-31.5301,159.069,POINT (-31.530071258544922 159.06903076171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6530,1926,11102,Forbes Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,10,279,6852 1934,forbes-p.School@det.nsw.edu.au,6852 2534,Forbes (A),Orange,Riverina,Lachlan St,Forbes,2871,-33.3879,148.0064,POINT (-33.38794708251953 148.00637817382812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-652f,1930,10480,Forest Hill Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,10,2,216,6922 7251,foresthill-p.school@det.nsw.edu.au,6922 7858,Wagga Wagga (C),Wagga Wagga,Riverina,Sturt Hwy,Forest Hill,2651,-35.1479,147.467,POINT (-35.14787673950195 147.4669952392578)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-652e,1932,6141,Forest Lodge Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,6,307,9660 3530,forestlodg-p.School@det.nsw.edu.au,9660 5045,Sydney (C),Balmain,Sydney,Bridge Rd,Forest Lodge ,2037,-33.8822,151.1816,POINT (-33.88216781616211 151.1815948486328)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-652d,1936,9537,Forster Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,44,11,757,6555 6766,forster-p.School@det.nsw.edu.au,6555 6374,Great Lakes (A),Myall Lakes,Lyne,Head St,Forster ,2428,-32.1825,152.5242,POINT (-32.18246841430664 152.5242462158203)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-652c,1937,17425,Fort Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,1,157,9247 2963,fortstreet-p.School@det.nsw.edu.au,9241 2397,Sydney (C),Sydney,Sydney,Observatory Hill,Sydney ,2000,-33.8604,151.2049,POINT (-33.86042785644531 151.20486450195312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-652b,1943,9616,Frederickton Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,10,4,143,6566 8217,frederick-p.School@det.nsw.edu.au,6566 8519,Kempsey (A),Oxley,Cowper,Great North Rd,Frederickton ,2440,-31.0336,152.8793,POINT (-31.03358268737793 152.8793487548828)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-652a,1944,10742,Freemans Reach Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,10,4,183,4579 6146,freemanrch-p.School@det.nsw.edu.au,4579 6528,Hawkesbury (C),Hawkesbury,Macquarie,395 Kurmond Road,Freemans Reach,2756,-33.5587,150.7993,POINT (-33.55869674682617 150.79931640625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6529,1946,7682,Frenchs Forest Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,5,310,9451 6011,frenchsfor-p.School@det.nsw.edu.au,9975 3082,Warringah (A),Davidson,Mackellar,Ann St,Frenchs Forest ,2086,-33.7515,151.2247,POINT (-33.75151443481445 151.22470092773438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6528,1952,8139,Galston Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,3,252,9653 2062,galston-p.School@det.nsw.edu.au,9653 1980,Hornsby (A),Hornsby,Berowra,School Rd,Galston ,2159,-33.6482,151.0452,POINT (-33.648197174072266 151.045166015625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6527,1954,10553,Ganmain Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,1,36,6927 6421,ganmain-p.School@det.nsw.edu.au,6927 6388,Coolamon (A),Cootamundra,Riverina,Langham St,Ganmain ,2702,-34.7969,147.04,POINT (-34.79692459106445 147.0400390625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6526,1956,9509,Garah Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,13,6754 3218,garah-p.School@det.nsw.edu.au,6754 3245,Moree Plains (A),Northern Tablelands,Parkes,Ashley & Benarba Sts,Garah ,2405,-29.0772,149.6349,POINT (-29.077177047729492 149.6349334716797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6525,1969,10453,Gerogery Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,3,12,6026 0514,gerogery-p.School@det.nsw.edu.au,6026 0676,Greater Hume Shire (A),Albury,Farrer,East Gerogery Rd,Gerogery ,2642,-35.8321,146.9981,POINT (-35.832130432128906 146.99813842773438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6524,1971,10050,Gerringong Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,4,404,4234 1376,gerringong-p.School@det.nsw.edu.au,4234 2749,Kiama (A),Kiama,Gilmore,Archibald Rd,Gerringong ,2534,-34.7494,150.8215,POINT (-34.749385833740234 150.82150268554688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6523,1972,11049,Geurie Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,1,36,6887 1107,geurie-p.School@det.nsw.edu.au,6887 1438,Wellington (A),Dubbo,Calare,Narragal Street,Geurie,2818,-32.3961,148.8295,POINT (-32.39609909057617 148.82945251464844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6522,1974,9329,Sandy Hollow Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,2,39,6547 4521,sandyhollo-p.School@det.nsw.edu.au,6547 4450,Muswellbrook (A),Upper Hunter,Hunter,1581 Golden Highway,Sandy Hollow,2333,-32.3365,150.569,POINT (-32.33647155761719 150.56900024414062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6521,1978,9399,Gilgai Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,2,61,6723 1309,gilgai-p.School@det.nsw.edu.au,6723 1481,Inverell (A),Northern Tablelands,New England,Woodford Pl,Gilgai ,2360,-29.8527,151.1156,POINT (-29.852693557739258 151.1155548095703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6520,1979,11037,Gilgandra Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,6,185,6847 2043,gilgandra-p.School@det.nsw.edu.au,6847 2304,Gilgandra (A),Barwon,Parkes,Wrigley St,Gilgandra ,2827,-31.708,148.6646,POINT (-31.70798110961914 148.66464233398438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-651f,1982,9170,Gillieston Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,8,3,164,4932 7542,gillieston-p.school@det.nsw.edu.au,4932 5950,Maitland (C),Maitland,Paterson,Cnr Gillieston & Ryan Roads,Gillieston Heights ,2321,-32.7523,151.5307,POINT (-32.7523193359375 151.5307159423828)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-651e,1986,11050,Girilambone Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,3,8,02 6833 1039,girilambon-p.admin@det.nsw.edu.au,02 6833 1037,Bogan (A),Barwon,Parkes,Vega St,Girilambone ,2831,-31.2497,146.9088,POINT (-31.249670028686523 146.90884399414062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-651d,1988,7805,Girraween Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,41,8,987,9631 3650,girraween-p.School@det.nsw.edu.au,9896 3392,Holroyd (C),Prospect,Greenway,Bando Rd,Girraween ,2145,-33.7997,150.9504,POINT (-33.79970932006836 150.9503631591797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-651c,1990,4419,Gladesville Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,4,507,9817 2388,gladesvill-p.School@det.nsw.edu.au,9817 3209,Ryde (C),Lane Cove,Bennelong,Victoria Rd,Gladesville ,2111,-33.833,151.1257,POINT (-33.832977294921875 151.12570190429688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-651b,1991,9618,Gladstone Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,2,30,6567 4253,gladstone-p.School@det.nsw.edu.au,6567 4694,Kempsey (A),Oxley,Cowper,13 Kinchela St,Gladstone ,2440,-31.0265,152.9465,POINT (-31.026485443115234 152.94650268554688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-651a,1992,6145,Windang Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,3,167,4295 1852,windang-p.School@det.nsw.edu.au,4297 2806,Wollongong (C),Wollongong,Whitlam,Oakland Ave,Windang ,2528,-34.5315,150.866,POINT (-34.531494140625 150.865966796875)
